Mean temperature (°C),Mean precipitation (mm),Mean relative humidity (%),Urban population (%),GDP per capita (PPP),International tourism arrivals,International tourism departures,Population density (people/km²),Population size,Log incidence rate,meanshift_cluster
25.53,829.95,79.47,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,50264.0,0.0,0
25.62,682.69,79.2,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,51250.0,0.0,0
25.76,787.0,79.46,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,52245.0,0.0,0
26.29,923.61,79.67,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,53263.0,0.0,0
25.99,645.96,78.78,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,54299.0,0.0,0
26.12,934.99,79.09,39.656,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,55342.0,0.0,0
25.85,1090.45,79.61,39.04,16149.92825119405,8492220.782080764,10890109.50999668,128.5,56245.0,0.0,0
25.89,829.32,78.94,38.427,16149.92825119405,8492220.782080764,10890109.50999668,130.309090909091,57008.0,0.0,0
26.02,921.74,79.76,37.817,16149.92825119405,8492220.782080764,10890109.50999668,132.131818181818,57778.0,0.0,0
25.85,776.91,78.06,37.211,16149.92825119405,8492220.782080764,10890109.50999668,134.136363636364,58664.0,6.111512694295085,0
25.66,810.74,78.9,36.61,16149.92825119405,8492220.782080764,10890109.50999668,136.295454545455,59644.0,2.668124793328123,0
25.94,791.67,78.83,36.012,16149.92825119405,8492220.782080764,10890109.50999668,138.409090909091,60615.0,0.0,0
25.76,691.69,77.88,35.418,16149.92825119405,8492220.782080764,10890109.50999668,140.538636363636,61617.0,0.0,0
25.81,663.44,77.88,34.829,16149.92825119405,8492220.782080764,10890109.50999668,142.747727272727,62658.0,5.658358959726121,0
26.34,797.53,78.83,34.245,16149.92825119405,8492220.782080764,10890109.50999668,145.043181818182,63742.0,0.0,0
26.06,834.59,78.68,33.819,16149.92825119405,8492220.782080764,10890109.50999668,146.654545454545,64518.0,0.0,0
25.66,631.3,78.6,33.898,16149.92825119405,8492220.782080764,10890109.50999668,147.111363636364,64768.0,0.0,0
25.75,815.2,79.64,33.978,16149.92825119405,8492220.782080764,10890109.50999668,146.852272727273,64694.99999999999,0.0,0
25.84,868.23,79.22,34.057,16149.92825119405,8492220.782080764,10890109.50999668,146.231818181818,64462.99999999999,0.0,0
25.31,987.03,79.98,34.137,16149.92825119405,8492220.782080764,10890109.50999668,145.586363636364,64218.0,0.0,0
25.47,780.04,78.59,34.217,16149.92825119405,8492220.782080764,10890109.50999668,145.088636363636,64035.0,0.0,0
25.38,782.14,79.26,34.297,16149.92825119405,8492220.782080764,10890109.50999668,144.913636363636,63990.0,0.0,0
25.77,871.25,79.73,34.377,16149.92825119405,8492220.782080764,10890109.50999668,145.140909090909,64117.00000000001,1.4156826474155093,0
25.91,819.06,79.87,34.457,16149.92825119405,8492220.782080764,10890109.50999668,145.540909090909,64328.99999999999,0.0,0
25.86,1129.14,79.97,34.538,16149.92825119405,8492220.782080764,10890109.50999668,146.077272727273,64608.99999999999,0.0,0
26.18,623.12,78.88,34.618,16149.92825119405,8492220.782080764,10890109.50999668,146.620454545455,64890.0,0.9325850562797998,0
26.15,1014.5,80.47,34.698,16149.92825119405,8492220.782080764,10890109.50999668,146.965909090909,65075.99999999999,4.781835705396015,0
25.66,935.18,79.81,34.779,16149.92825119405,8492220.782080764,10890109.50999668,147.238636363636,65230.99999999999,2.159299681087799,0
26.05,796.1,79.84,34.86,16149.92825119405,8492220.782080764,10890109.50999668,147.577272727273,65408.0,0.9277705738724442,0
25.51,852.33,79.49,34.94,16149.92825119405,8492220.782080764,10890109.50999668,147.459090909091,65361.99999999999,0.0,0
25.47,799.17,80.04,35.021,16149.92825119405,8492220.782080764,10890109.50999668,146.797727272727,65048.0,0.0,0
25.61,832.9,80.01,35.102,16149.92825119405,8492220.782080764,10890109.50999668,146.081818181818,64712.0,0.0,0
26.21,1256.53,80.84,35.183,16149.92825119405,8492220.782080764,10890109.50999668,145.331818181818,64352.99999999999,0.0,0
25.99,792.45,79.76,35.264,16149.92825119405,8492220.782080764,10890109.50999668,144.597727272727,63982.0,0.0,0
25.56,778.25,80.23,35.345,16149.92825119405,8492220.782080764,10890109.50999668,143.920454545455,63636.0,0.0,0
25.92,965.14,79.9,35.426,12935.2240473887,8492220.782080764,10890109.50999668,143.331818181818,63328.0,0.94743287942206,0
25.82,674.1,79.5,35.465,13594.5744870247,8492220.782080764,10890109.50999668,144.061363636364,63634.0,0.9444843078390408,0
25.92,804.47,80.05,35.085,13843.3559487705,8492220.782080764,10890109.50999668,146.372727272727,64659.00000000001,0.0,0
25.95,773.94,80.26,34.709,14650.6712640689,8492220.782080764,10890109.50999668,149.061363636364,65834.0,0.0,0
25.77,595.18,79.36,34.334,15662.5039616709,8492220.782080764,10890109.50999668,151.915909090909,67072.0,0.0,0
26.24,1074.69,79.52,33.961,14991.9070115283,447000.0,10890109.50999668,154.975,68398.0,4.41731823268247,0
25.85,1000.23,79.19,33.59,15942.0117203497,498000.0,10890109.50999668,158.209090909091,69798.0,2.9010077556212357,0
26.19,726.89,79.0,33.221,16757.299176289,526000.0,10890109.50999668,161.484090909091,71218.0,2.612805358450251,0
26.57,1156.62,80.23,32.855,17414.2896276311,570000.0,10890109.50999668,164.572727272727,72572.0,1.8736109437694637,0
26.09,1229.34,78.91,32.49,18003.7457273572,560000.0,10890109.50999668,167.422727272727,73821.0,1.3108313642586515,0
25.89,724.04,77.45,32.127,19228.4914831342,634000.0,10890109.50999668,170.254545454545,75055.0,2.456065563412905,0
26.16,671.89,78.86,31.74,18481.7936276429,624000.0,10890109.50999668,172.884090909091,76215.0,3.3047435097567432,0
26.24,717.7,78.73,31.098,18724.7524583257,528000.0,10890109.50999668,175.072727272727,77195.0,2.0118454762596434,0
26.31,886.69,79.39,30.464,20033.2130195805,623000.0,10890109.50999668,177.009090909091,78074.0,0.8245420993473799,0
26.12,1337.99,79.12,29.837,21527.4546791969,769000.0,10890109.50999668,178.906818181818,78941.0,0.0,0
26.57,1249.66,78.89,29.218,23374.9339326556,712000.0,10890109.50999668,180.934090909091,79869.0,0.0,0
26.33,999.16,79.6,28.606,26823.3022216683,838000.0,10890109.50999668,183.190909090909,80896.0,0.0,0
26.33,944.75,79.12,28.002,29710.9257725145,935000.0,10890109.50999668,185.690909090909,82016.0,0.0,0
25.9,942.92,78.69,27.405,29837.9707172138,863000.0,10890109.50999668,188.436363636364,83251.0,3.064333241131437,0
26.11,866.33,79.32,26.818,26034.5268098361,944000.0,10890109.50999668,191.302272727273,84534.0,0.0,0
26.77,1299.12,79.22,26.238,23958.4212623175,788000.0,10890109.50999668,193.909090909091,85695.0,1.50425242084253,0
26.23,1305.28,79.31,25.703,23692.724350004,848000.0,10890109.50999668,196.209090909091,86729.0,2.2050955289064236,0
26.27,1029.55,78.98,25.526,22377.3619121949,819000.0,10890109.50999668,198.318181818182,87674.0,2.5181713599629174,0
26.15,991.78,79.61,25.35,21759.3680239872,777000.0,10890109.50999668,200.145454545455,88497.0,1.4793167946359267,0
26.1,900.28,79.43,25.175,21673.3949588348,771000.0,10890109.50999668,201.738636363636,89236.0,1.1759584182548497,0
26.31,654.83,79.42,25.0,20989.3858896307,894000.0,10890109.50999668,203.202272727273,89940.0,0.0,0
26.43,1027.42,80.63,24.846,21321.7097579145,874000.0,10890109.50999668,204.475,90564.0,0.7439313130600191,0
26.31,1032.3,80.07,24.713,21370.3095091624,1040000.0,10890109.50999668,205.609090909091,91119.0,0.0,0
26.03,741.75,79.14,24.599,24524.2137953887,1064000.0,10890109.50999668,206.65,91626.0,0.0,0
26.32,728.8,79.12,24.506,26533.7301936962,1035000.0,10890109.50999668,207.645454545455,92116.0,4.088020235910498,0
26.49,895.97,78.98,24.433,22356.7687224849,384500.0,10890109.50999668,208.740909090909,92664.0,5.9452797983779595,0
26.3,628.71,78.54,24.38,25733.2948269644,8492220.782080764,10890109.50999668,209.884090909091,93220.0,0.0,0
26.2,846.33,78.69,24.346,30031.7474698743,8492220.782080764,10890109.50999668,211.0,93763.0,0.0,0
21.76,560.44,49.19,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8177167.0,0.0,0
22.1,319.54,43.48,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8419830.0,0.0,0
21.86,351.27,45.14,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8632792.0,0.0,0
21.85,419.65,46.41,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8819164.0,0.0,0
21.95,369.24,45.69,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,9003370.0,0.0,0
21.68,505.42,50.71,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,9209844.0,0.0,0
21.21,565.04,50.07,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,9429810.0,0.0,0
22.25,370.38,44.66,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,9644190.0,0.0,0
22.49,333.98,44.23,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,9853146.0,0.0,0
22.42,391.35,45.34,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,10065683.0,0.0,0
21.56,431.69,46.85,81.529,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,10286646.0,0.0,0
22.31,315.9,44.16,81.941,16149.92825119405,8492220.782080764,10890109.50999668,1.36456529945459,10505938.0,0.0,0
22.01,437.23,46.81,82.228,16149.92825119405,8492220.782080764,10890109.50999668,1.39827916118871,10711940.0,0.0,0
21.77,497.8,50.12,82.511,16149.92825119405,8492220.782080764,10890109.50999668,1.42535438605626,10917375.0,0.0,0
21.82,428.74,47.23,82.792,16149.92825119405,8492220.782080764,10890109.50999668,1.45360113507673,11131609.0,0.0,0
22.23,385.38,45.39,83.068,16149.92825119405,8492220.782080764,10890109.50999668,1.48236856149851,11359442.0,0.0,0
21.53,373.51,46.15,83.34,16149.92825119405,8492220.782080764,10890109.50999668,1.51660310063392,11592676.0,0.0,0
21.72,418.42,46.46,83.507,16149.92825119405,8492220.782080764,10890109.50999668,1.53586816448199,11809110.0,0.0,0
21.37,512.11,50.35,83.672,16149.92825119405,8492220.782080764,10890109.50999668,1.56320372805019,12027262.0,0.0,0
21.92,348.67,45.05,83.836,16149.92825119405,8492220.782080764,10890109.50999668,1.59626674303269,12268348.0,0.0,0
21.87,308.18,42.63,83.999,16149.92825119405,8492220.782080764,10890109.50999668,1.62802806451193,12595034.0,0.0,0
21.53,426.31,47.9,84.16,16149.92825119405,8492220.782080764,10890109.50999668,1.68400088515158,12993834.0,0.0,0
21.98,350.63,44.36,84.32,16149.92825119405,8492220.782080764,10890109.50999668,1.71524152922953,13300308.0,0.0,0
22.02,574.1,51.88,84.478,16149.92825119405,8492220.782080764,10890109.50999668,1.74166590734546,13513318.0,0.0,0
20.57,712.45,55.36,84.636,16149.92825119405,8492220.782080764,10890109.50999668,1.78631399450685,13713388.0,0.0,0
21.21,570.79,51.08,84.792,16149.92825119405,8492220.782080764,10890109.50999668,1.80844278406206,13886854.0,0.0,0
20.95,498.62,48.44,84.947,16149.92825119405,8492220.782080764,10890109.50999668,1.82666649310753,14038072.0,0.0,0
21.62,452.06,47.66,85.1,16149.92825119405,8492220.782080764,10890109.50999668,1.84736341980917,14193365.0,0.0,0
21.32,504.73,51.16,85.252,16149.92825119405,8492220.782080764,10890109.50999668,1.86897153196308,14355814.0,0.0,0
22.03,443.92,49.22,85.403,16149.92825119405,8492220.782080764,10890109.50999668,1.88927795061375,14520527.0,0.0983075339748135,0
22.47,411.01,47.0,85.552,16149.92825119405,8492220.782080764,10890109.50999668,1.91244809497156,14706322.0,0.0847062998393012,0
21.96,524.03,49.03,85.7,16149.92825119405,8492220.782080764,10890109.50999668,1.94255105892766,14930052.0,0.0,0
21.8,401.48,46.39,85.67,16149.92825119405,8492220.782080764,10890109.50999668,1.97652356716088,15168445.0,1.2447992264491077,0
22.04,504.78,50.06,85.641,16149.92825119405,8492220.782080764,10890109.50999668,2.00375824948258,15383076.0,0.0,0
21.37,553.62,50.1,85.611,16149.92825119405,8492220.782080764,10890109.50999668,2.02795920492561,15579476.0,0.0,0
21.94,412.53,46.52,85.582,16149.92825119405,8492220.782080764,10890109.50999668,2.05515431576481,15785682.0,0.0,0
21.96,399.73,47.11,85.552,16149.92825119405,8492220.782080764,10890109.50999668,2.08509821277482,16012299.0,0.0,0
21.93,469.15,47.65,85.522,16149.92825119405,8492220.782080764,10890109.50999668,2.11705791234396,16259249.0,0.0,0
22.47,456.38,47.89,85.493,16149.92825119405,8492220.782080764,10890109.50999668,2.15198104734259,16525902.999999998,0.0,0
21.67,456.79,49.73,85.463,16149.92825119405,8492220.782080764,10890109.50999668,2.18872160681046,16796588.0,0.0,0
22.23,416.96,48.33,85.433,17381.2252724823,8492220.782080764,10890109.50999668,2.22135662496908,17048003.0,0.0,0
22.31,454.63,47.69,85.403,17835.8304564765,8492220.782080764,10890109.50999668,2.24985173710998,17271086.0,0.3109870176116262,0
21.66,441.87,50.5,85.285,18253.9697600814,8492220.782080764,10890109.50999668,2.27518256251383,17462504.0,1.6315255580415482,0
21.96,481.33,50.6,85.157,19216.3066487676,8492220.782080764,10890109.50999668,2.2955115004621,17631511.0,2.16095615551528,0
22.01,324.44,44.09,85.028,20170.7847643535,8492220.782080764,10890109.50999668,2.31772620178853,17805504.0,0.1460506015895928,0
21.72,510.74,51.28,84.898,21038.6667853022,3726000.0,2519000.0,2.34368379261419,18002999.0,0.3403845711286754,0
22.21,436.2,48.27,84.767,22132.1929034356,4165000.0,2732000.0,2.37230608021035,18211845.0,0.6478854958653415,0
21.9,510.41,50.65,84.636,23124.9639117233,4318000.0,2933000.0,2.39811475729925,18410250.0,1.11262713497134,0
22.43,538.96,51.88,84.503,24378.2453109245,4167000.0,3161000.0,2.42213712039363,18601667.0,1.963344026120101,0
21.74,523.76,51.1,84.37,25485.39144594,4459000.0,3210000.0,2.44878018301811,18800892.0,0.9781365297501652,0
21.28,656.64,54.64,84.235,26541.6653208437,4931000.0,3498000.0,2.47696679379873,19017963.0,1.1868657613021494,0
21.43,501.3,51.19,84.1,27645.8140289701,4856000.0,3443000.0,2.50897530687424,19248143.0,1.0580336350572543,0
22.3,296.07,43.44,84.222,29032.4909555888,4841000.0,3461000.0,2.53767882014501,19475844.0,1.1924519497793964,0
22.2,437.61,47.08,84.343,30121.8184177337,4746000.0,3388000.0,2.5670355232157,19698999.0,2.2836703854516096,0
22.07,447.18,48.06,84.463,31763.7960926854,5215000.0,4369000.0,2.5946294729443,19925056.0,1.5136486390533035,0
22.71,355.3,45.73,84.582,33036.5834770249,5499000.0,4756000.0,2.62640667508428,20171731.0,1.1541591138458285,0
22.03,430.95,47.25,84.7,34846.7156302418,5532000.0,4941000.0,2.66208895773401,20467030.0,1.0410591018721709,0
22.24,470.16,47.18,84.822,36653.8417179443,5644000.0,5462000.0,2.71111802454994,20830828.0,1.393558978567154,0
22.01,429.6,46.15,84.943,37532.9990434133,5586000.0,5808000.0,2.76599442875181,21247873.0,1.829932360455958,0
22.47,416.71,45.92,85.063,40312.3951186945,5490000.0,6276000.0,2.8235883784804,21660892.0,2.635451207851196,0
21.72,623.91,53.67,85.182,39372.8511038542,5790000.0,7103000.0,2.86785858401781,22019168.0,2.476122590327496,0
21.33,652.33,53.84,85.3,42022.7392158859,5771000.0,7788000.0,2.90798641031983,22357034.0,2.1194495944324996,0
21.73,432.8,47.61,85.402,42863.3483169945,6032000.0,8212000.0,2.95920036968095,22729269.0,2.0503995333574654,0
22.88,391.58,46.29,85.502,45930.8505081503,6482000.0,9052000.0,3.01057352615753,23111782.0,2.82839516173378,0
22.58,446.66,46.8,85.602,46903.770304139,6922000.0,9480000.0,3.05581479504836,23469579.0,2.7512075594352368,0
22.48,411.82,46.28,85.701,46263.731388772,7449000.0,9810000.0,3.10011259648803,23820236.0,2.7340637861101587,0
22.39,484.18,50.26,85.8,47260.1529933747,8269000.0,10390000.0,3.14493553058884,24195701.0,2.970371082266368,0
22.46,441.13,47.08,85.904,48371.1409956585,8815000.0,10932000.0,3.19715601363491,24590334.0,2.3242555409294474,0
22.59,366.73,44.11,86.012,50183.6898127634,9246000.0,11403000.0,3.24534491589985,24979230.0,2.128963941501551,0
23.11,241.99,40.68,86.124,52673.0638176231,9466000.0,11624000.0,3.29365056253104,25357170.0,2.5307404262675357,0
22.57,468.47,46.35,86.241,53984.1246979075,1828000.0,2832000.0,3.33452695130798,25670051.0,0.6273343612220413,0
21.96,474.48,47.78,86.362,58182.3369477501,8492220.782080764,10890109.50999668,3.33922844714392,25921089.0,0.0415607507083898,0
21.86,554.84,50.9,86.488,65871.7715157769,8492220.782080764,10890109.50999668,3.38199835673854,26177413.0,1.1130892056706383,0
6.3,1030.9,76.14,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6936440.0,0.0,0
6.35,1018.55,77.84,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6930432.0,0.0,0
5.38,1137.96,77.36,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6927014.0,0.0,0
6.15,918.27,76.33,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6931794.0,0.0,0
4.99,1284.27,78.36,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6939642.0,0.0,0
4.99,1167.6,78.81,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6946260.0,0.0,0
4.33,1124.01,77.11,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6951740.0,0.0,0
5.94,1106.46,78.4,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6965319.0,0.0,0
5.79,1212.51,78.06,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6986787.0,0.0,0
6.06,1168.42,78.6,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7013596.0,0.0,0
5.76,1216.01,80.76,64.72,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7046553.0,0.0,0
6.4,1115.71,78.26,64.814,16149.92825119405,8492220.782080764,10890109.50999668,85.8737154629181,7085434.0,0.0,0
4.67,1155.06,77.91,64.863,16149.92825119405,8492220.782080764,10890109.50999668,86.4016480853127,7128967.0,0.0,0
5.06,1111.39,79.01,64.913,16149.92825119405,8492220.782080764,10890109.50999668,86.9584464372273,7174868.0,0.0,0
5.52,1253.71,78.74,64.962,16149.92825119405,8492220.782080764,10890109.50999668,87.5400024236549,7222900.0,0.0,0
4.86,1412.51,79.8,65.011,16149.92825119405,8492220.782080764,10890109.50999668,88.1106277266117,7269888.0,0.0,0
6.11,1454.49,79.87,65.061,16149.92825119405,8492220.782080764,10890109.50999668,88.7308046534174,7320914.0,0.0,0
5.99,1201.45,78.89,65.11,16149.92825119405,8492220.782080764,10890109.50999668,89.3964857004363,7375630.0,0.0,0
5.54,1145.39,79.27,65.159,16149.92825119405,8492220.782080764,10890109.50999668,89.8618880271449,7413808.0,0.0,0
5.38,1127.89,78.75,65.208,16149.92825119405,8492220.782080764,10890109.50999668,90.1727460009695,7439324.0,0.0,0
5.26,1338.17,78.73,65.258,16149.92825119405,8492220.782080764,10890109.50999668,90.4881968007756,7465300.0,0.0,0
5.81,1000.01,76.53,65.301,16149.92825119405,8492220.782080764,10890109.50999668,90.8928986912264,7498540.0,0.0,0
5.4,1233.92,79.11,65.311,16149.92825119405,8492220.782080764,10890109.50999668,91.422697527872,7542077.0,0.0,0
5.41,1189.07,77.23,65.321,16149.92825119405,8492220.782080764,10890109.50999668,91.930622879302,7584022.0,0.0,0
6.04,1276.99,78.84,65.331,16149.92825119405,8492220.782080764,10890109.50999668,92.0872273388269,7597030.0,0.0,0
6.02,1201.76,78.94,65.341,16149.92825119405,8492220.782080764,10890109.50999668,91.843225884634,7576926.0,0.0,0
5.55,1127.45,77.43,65.351,16149.92825119405,8492220.782080764,10890109.50999668,91.6811076102763,7563511.0,0.0,0
6.01,1110.07,79.28,65.361,16149.92825119405,8492220.782080764,10890109.50999668,91.7163111972855,7566358.0,0.0,0
5.03,1102.6,78.96,65.371,16149.92825119405,8492220.782080764,10890109.50999668,91.6420867668444,7560249.0,0.0,0
5.4,1335.95,79.72,65.381,16149.92825119405,8492220.782080764,10890109.50999668,91.4860033931168,7547481.0,0.0,0
4.78,1280.01,79.19,65.391,16149.92825119405,8492220.782080764,10890109.50999668,91.4861003393117,7547562.0,0.0,0
5.7,1275.5,77.29,65.364,16149.92825119405,8492220.782080764,10890109.50999668,91.7197043141057,7566316.0,0.0,0
6.1,1158.23,78.52,65.1,16149.92825119405,8492220.782080764,10890109.50999668,91.7855065438682,7571289.0,0.0,0
6.38,1101.89,75.91,64.836,16149.92825119405,8492220.782080764,10890109.50999668,91.6373000484731,7559110.0,0.0,0
5.22,1089.86,78.28,64.57,16149.92825119405,8492220.782080764,10890109.50999668,91.6315317498788,7558562.0,0.0,0
5.12,1220.55,78.13,64.305,16149.92825119405,8492220.782080764,10890109.50999668,91.6745637421231,7562114.0,0.0,0
5.54,1121.9,77.99,64.037,16149.92825119405,8492220.782080764,10890109.50999668,91.7328405235095,7567248.0,0.0,0
5.41,1304.77,79.46,63.769,16149.92825119405,8492220.782080764,10890109.50999668,91.7909112942317,7572380.0,0.0,0
6.18,1242.9,78.16,63.5,16149.92825119405,8492220.782080764,10890109.50999668,91.9209524963645,7583760.0,0.0,0
6.3,1144.42,77.73,63.231,16149.92825119405,8492220.782080764,10890109.50999668,92.3360033931168,7619391.0,0.0,0
6.23,1157.9,75.98,62.96,19382.9664747914,8492220.782080764,10890109.50999668,93.0422927775085,7678729.0,0.0,0
5.24,1199.13,77.85,62.689,20522.1855149093,8492220.782080764,10890109.50999668,93.9758967523025,7755638.0,0.0,0
6.57,1133.58,76.66,62.417,21194.7573972524,8492220.782080764,10890109.50999668,95.0158628211343,7840816.0,0.0,0
6.06,1152.69,78.02,62.144,21632.3186748084,8492220.782080764,10890109.50999668,95.8026296655356,7905278.0,0.0,0
7.58,1122.31,77.68,61.87,22538.0742657382,8492220.782080764,10890109.50999668,96.1720552593311,7935365.0,0.0,0
6.2,1291.72,79.16,61.596,23588.4562990757,17173000.0,10890109.50999668,96.3194134755211,7947296.0,0.0,0
5.16,1311.22,80.18,61.32,24417.66429689,17090000.0,10890109.50999668,96.4495516238488,7958041.0,0.0,0
6.35,1231.96,77.98,61.045,25294.723885165,16647000.0,10890109.50999668,96.5589069316529,7967093.0,0.0,0
6.42,1267.48,77.89,60.768,26529.1815683188,17352000.0,10890109.50999668,96.6649175957344,7975862.0,0.0,0
6.44,1340.19,79.74,60.491,27500.084954534,17467000.0,10890109.50999668,96.8531749878817,7991376.0,0.0,0
7.2,1272.27,78.34,60.213,29214.7386484813,17982000.0,7528000.0,97.0863548230732,8010428.0,0.0,0
6.42,1232.32,78.88,59.934,29556.403560049,18180000.0,8350000.0,97.4587130392632,8039626.0,0.0,0
7.37,1342.63,78.18,59.655,30952.1708232398,18611000.0,8266000.0,97.9393722733883,8078992.0,0.0,0
6.93,964.57,74.58,59.375,31962.9255331065,19078000.0,8384000.0,98.4176320891905,8120104.0,0.0,0
6.38,1229.05,77.61,59.094,33523.0204968283,19374000.0,8371000.0,99.0301260300533,8171217.0,0.0,0
6.11,1281.78,77.11,58.813,34776.6699535218,19952000.0,8206000.0,99.7070891904993,8227034.0,0.0,0
6.77,1150.5,77.07,58.532,37396.0350960866,20269000.0,10042000.0,100.201660203587,8267763.000000001,0.0,0
7.48,1280.09,76.2,58.249,39193.8173640977,20773000.0,9876000.0,100.526987396995,8294722.0,0.0,0
7.31,1247.38,77.26,57.966,41046.7900352112,21935000.0,9677000.0,100.842171594765,8321132.0,0.0,0
7.0,1363.9,78.16,57.683,40665.5046605019,21355000.0,10121000.0,101.106677169171,8342936.0,0.0,0
6.11,1307.51,78.43,57.399,41740.1149241758,22004000.0,9882000.0,101.350024236549,8362829.0,0.0,0
7.36,1027.27,76.51,57.115,44171.5618687028,23012000.0,9874000.0,101.692232186137,8391200.0,0.0,0
7.14,1290.5,76.95,57.147,46156.4832073037,24151000.0,10960000.0,102.156943771207,8429636.0,0.0,0
6.97,1325.07,78.36,57.336,47519.8522796571,24813000.0,10671000.0,102.760821619001,8479539.0,0.0,0
8.09,1376.07,79.04,57.526,48355.4977624407,25291000.0,10994000.0,103.567086766844,8546066.0,0.0,0
8.01,1077.08,74.6,57.715,49562.5939257986,26728000.0,10628000.0,104.734597673291,8642421.0,0.0,0
7.46,1339.69,77.56,57.905,52397.8635176673,28121000.0,11534000.0,105.873339796413,8736487.0,0.0,0
7.3,1245.25,74.91,58.094,53869.8321183555,29460000.0,11491000.0,106.61131846825,8797496.0,0.0,0
8.22,1193.46,76.37,58.297,56636.4953030539,30816000.0,11043000.0,107.131858943286,8840512.0,0.0,0
8.08,1281.65,75.06,58.515,60354.9279422121,31884000.0,11902000.0,107.609306834707,8879940.0,0.0,0
7.74,1298.87,75.01,58.748,58523.0337816244,15091000.0,3964000.0,108.057004362579,8907777.0,0.0,0
6.91,1247.98,75.26,58.995,62968.9422311889,8492220.782080764,10890109.50999668,108.528805138148,8922082.0,0.0,0
8.15,1196.15,73.94,59.256,70734.94256479,8492220.782080764,10890109.50999668,109.571631119729,8939617.0,0.0,0
10.97,575.5,69.23,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3158966.0,0.0,0
11.6,695.3,68.47,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3225280.0,0.0,0
11.75,585.06,70.18,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3296850.0,0.0,0
11.04,648.07,68.83,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3374174.0,0.0,0
11.48,487.55,69.21,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3458184.0,0.0,0
12.26,596.73,69.61,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3550018.0,0.0,0
10.18,613.63,70.08,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3649871.0,0.0,0
11.36,595.56,69.45,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3758020.0,0.0,0
11.47,645.71,70.37,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3874677.0,0.0,0
10.45,594.21,70.83,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3999395.0,0.0,0
11.65,555.9,70.99,52.663,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4131484.000000001,0.0,0
12.08,542.96,66.67,52.364,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4269886.0,0.0,0
12.22,618.05,69.43,52.064,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4412316.0,0.0,0
11.36,942.92,74.53,51.764,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4556648.0,0.0,0
10.26,594.56,71.58,51.464,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4699755.0,0.0,0
