Mean temperature (°C),Mean precipitation (mm),Mean relative humidity (%),Urban population (%),GDP per capita (PPP),International tourism arrivals,International tourism departures,Population density (people/km²),Population size,Log incidence rate,meanshift_cluster
25.75,1465.75,70.89,60.561,4828.70297063019,798000.0,940000.0,289.507673745174,6026848.0,5.243985429416896,0
25.84,1439.73,69.37,61.107,4997.59385264294,1030000.0,1079000.0,289.800723938224,6035656.0,5.794951668200817,0
25.66,2063.81,72.2,61.648,5291.66962293115,1306000.0,1239000.0,289.844498069498,6037817.0,5.973799386191059,0
25.75,1561.04,70.22,62.187,5694.52330870835,1501000.0,1242000.0,289.68721042471,6034436.0,6.2502300496278735,0
25.59,1681.66,69.16,62.774,5949.42640602979,1720000.0,1012000.0,290.049420849421,6044131.0,5.735645093477468,0
25.2,2089.17,70.43,63.678,6174.69155144639,1875000.0,10890109.50999668,290.989237451737,6068099.0,4.7760226229455816,0
26.08,1291.78,67.44,64.57,6062.67571954373,1482000.0,1345000.0,291.905357142857,6091188.0,5.592977602365016,0
25.63,2316.36,70.87,65.452,6247.91452710737,1606000.0,1421000.0,292.86916023166,6114034.0,5.906637213938077,0
25.64,1882.76,70.89,66.325,6593.67806808022,1634000.0,1469000.0,293.925048262548,6137348.0,5.830400939218373,0
25.93,1263.81,67.66,67.187,6708.39032246284,1738000.0,1462000.0,295.076013513513,6161289.0,6.569313464548976,0
26.1,1393.21,70.52,68.036,7092.58852133297,1822000.0,1515000.0,296.276013513514,6185642.0,6.157205913108139,0
26.27,1375.96,68.45,68.874,7503.71105811981,1886000.0,1515000.0,297.439913127413,6209526.0,6.754235438155368,0
26.92,1300.7,66.73,69.7,7933.73697858999,1973000.0,1618000.0,298.439961389961,6231066.0,6.686731561152289,0
26.61,1273.35,69.07,70.501,8455.61614773975,2052000.0,1804000.0,299.266409266409,6250510.0,4.953094637925441,0
26.24,1671.48,69.62,71.275,8965.2189086345,2247000.0,1871000.0,299.880936293436,6266654.0,4.266122154547772,0
26.39,1444.88,67.01,72.023,9203.76216310773,2536000.0,1788000.0,300.183735521236,6276342.0,4.896110083151892,0
26.73,1433.52,67.52,72.746,9756.7521864595,2639000.0,1899000.0,300.304922779923,6280217.0,6.079213444608774,0
26.34,1983.3,72.05,73.444,9392.68913817943,707000.0,515000.0,300.901206563707,6292731.0,4.4516048032172195,0
26.54,1512.91,68.89,74.118,10809.713399518,8492220.782080764,10890109.50999668,301.919980694981,6314167.0,4.502163392681732,0
26.16,1955.49,71.0,74.767,11858.0780641877,8492220.782080764,10890109.50999668,303.104198841699,6336392.0,5.493381663641053,0
25.13,466.95,62.31,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2213052.0,0.0,0
25.12,751.94,66.28,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2276334.0,0.0,0
25.57,456.49,64.01,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2339500.0,0.0,0
25.24,663.73,66.45,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2402348.0,0.0,0
25.59,325.8,59.16,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2465552.0,0.0,0
25.88,217.69,56.44,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2529910.0,0.0,0
25.85,232.49,56.44,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2595391.0,0.0,0
25.84,420.76,61.94,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2662084.0,0.0,0
26.41,224.05,57.93,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2729160.0,0.0,0
26.23,239.12,58.88,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2798191.0,0.0,0
25.7,407.56,63.55,17.312,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2870732.0,0.0,0
26.12,401.2,63.28,17.835,16149.92825119405,8492220.782080764,10890109.50999668,4.70566837759429,2945662.0,0.0,0
25.94,282.01,59.67,18.372,16149.92825119405,8492220.782080764,10890109.50999668,4.83006184843944,3022827.0,0.0,0
25.84,430.24,62.7,18.92,16149.92825119405,8492220.782080764,10890109.50999668,4.95801479261644,3102170.0,0.0,0
25.95,256.74,58.22,19.453,16149.92825119405,8492220.782080764,10890109.50999668,5.08941881595307,3183590.0,0.0,0
25.67,317.42,58.56,19.964,16149.92825119405,8492220.782080764,10890109.50999668,5.22503586571875,3267594.0,0.0,0
26.05,308.69,59.18,20.487,16149.92825119405,8492220.782080764,10890109.50999668,5.36408646029266,3353665.0,0.0,0
25.77,423.81,60.86,21.02,16149.92825119405,8492220.782080764,10890109.50999668,5.50664233111232,3441799.0,0.0,0
25.56,393.04,61.07,21.563,16149.92825119405,8492220.782080764,10890109.50999668,5.65337775369018,3532420.0,0.0,0
26.38,202.01,57.48,22.115,16149.92825119405,8492220.782080764,10890109.50999668,5.80389422004017,3625274.0,0.0,0
26.34,236.38,57.23,22.678,16149.92825119405,8492220.782080764,10890109.50999668,5.95920553447891,3720977.0,0.0,0
25.78,220.1,57.52,23.251,16149.92825119405,8492220.782080764,10890109.50999668,6.11740204673702,3818389.0,0.0,0
26.14,364.06,60.27,23.835,16149.92825119405,8492220.782080764,10890109.50999668,6.27958682692001,3918220.0,0.0,0
26.19,203.0,56.99,24.427,16149.92825119405,8492220.782080764,10890109.50999668,6.44880288200976,4022336.0,0.0,0
26.03,191.34,57.14,25.03,16149.92825119405,8492220.782080764,10890109.50999668,6.61816877610227,4125823.000000001,0.0,0
26.04,225.03,58.1,25.498,16149.92825119405,8492220.782080764,10890109.50999668,6.78664679440176,4228290.0,0.0,0
26.01,311.32,59.83,25.748,16149.92825119405,8492220.782080764,10890109.50999668,6.95924379124558,4333779.0,0.0,0
26.08,488.28,62.16,25.999,16149.92825119405,8492220.782080764,10890109.50999668,7.14771894028756,4449505.0,0.0,0
26.2,328.21,60.37,26.252,16149.92825119405,8492220.782080764,10890109.50999668,7.6750916568368,4777703.0,0.0,0
26.2,378.85,62.78,26.507,16149.92825119405,8492220.782080764,10890109.50999668,8.686066566774,5408813.0,0.0,0
26.46,234.86,58.77,26.763,16149.92825119405,8492220.782080764,10890109.50999668,9.46241910287882,5892224.0,0.0,0
26.09,358.02,61.82,27.021,16149.92825119405,8492220.782080764,10890109.50999668,9.53685242452259,5934938.0,0.0,0
26.28,413.04,63.09,27.28,16149.92825119405,8492220.782080764,10890109.50999668,9.57031274906749,5951805.0,0.0,0
26.61,281.5,61.16,27.541,16149.92825119405,8492220.782080764,10890109.50999668,9.88049542512832,6142513.0,0.0,0
25.88,263.68,58.68,27.804,16149.92825119405,8492220.782080764,10890109.50999668,10.2470574170306,6369020.0,0.0,0
26.01,323.96,59.96,28.067,16149.92825119405,8492220.782080764,10890109.50999668,10.6693164791022,6630637.0,0.0,0
26.08,292.54,60.27,28.333,16149.92825119405,8492220.782080764,10890109.50999668,11.1180348774189,6908579.0,0.0,0
26.52,300.47,60.15,28.627,16149.92825119405,8492220.782080764,10890109.50999668,11.5221442917716,7158004.0,0.0,0
26.56,301.91,58.88,28.969,16149.92825119405,8492220.782080764,10890109.50999668,11.5333949692352,7160461.0,0.0,0
26.15,326.82,59.92,29.312,16149.92825119405,8492220.782080764,10890109.50999668,11.3412455765614,7035378.0,0.0,0
26.62,311.76,58.7,29.658,423.982180255227,8492220.782080764,10890109.50999668,11.2902269901489,6999096.0,0.0,0
26.4,268.32,58.79,30.007,469.071795843694,8492220.782080764,10890109.50999668,10.8613511014761,6732702.0,0.0,0
26.36,239.02,58.24,30.359,460.576960710217,8492220.782080764,10890109.50999668,10.3534080402971,6428142.0,0.0,0
26.26,265.95,58.08,30.711,476.638657094796,8492220.782080764,10890109.50999668,10.6503634392833,6620729.0,0.0,0
26.06,397.05,59.96,31.067,380.275356896658,8492220.782080764,10890109.50999668,11.2009388848153,6959828.0,0.0,0
26.41,297.38,59.34,31.425,389.431736664152,8492220.782080764,10890109.50999668,11.6125338731788,7210930.0,0.0,0
26.21,235.43,58.61,31.785,413.185281187998,8492220.782080764,10890109.50999668,12.0420728791405,7472450.0,0.0,0
26.13,649.45,63.18,32.147,410.594586001235,8492220.782080764,10890109.50999668,12.4725427997577,7734313.0,0.0,0
26.79,236.88,58.2,32.511,424.600856364091,8492220.782080764,10890109.50999668,12.9999952179042,8056862.0,0.0,0
26.29,231.09,57.57,32.878,443.803186905667,8492220.782080764,10890109.50999668,13.5366133197309,8384478.999999999,0.0,0
26.23,255.09,56.78,33.247,467.060922117989,8492220.782080764,10890109.50999668,14.089190869385,8721465.0,0.0,0
26.44,254.96,57.18,33.617,491.527329960562,8492220.782080764,10890109.50999668,14.6626916823413,9070747.0,0.0,0
26.49,326.49,58.77,33.99,517.47520610381,8492220.782080764,10890109.50999668,15.2231054930341,9411103.0,0.0,0
26.62,277.46,58.16,34.756,547.374154773196,8492220.782080764,10890109.50999668,15.7955128000765,9758280.0,0.0,0
26.42,344.41,57.97,35.531,580.284955546752,8492220.782080764,10890109.50999668,16.3882392323142,10117354.0,0.0,0
26.5,240.68,57.55,36.311,619.158298413331,8492220.782080764,10890109.50999668,16.9672394554787,10467292.0,0.0,0
26.51,387.94,60.37,37.1,659.137580489238,8492220.782080764,10890109.50999668,17.4953007938279,10784973.0,0.0,0
26.83,250.6,57.55,34.404,700.17405795522,8492220.782080764,10890109.50999668,18.0485574010903,11118092.0,0.0,0
26.3,228.24,56.12,36.011,739.209469323127,8492220.782080764,10890109.50999668,18.5913284662225,11444870.0,0.0,0
26.84,243.38,57.01,37.645,773.780862196679,8492220.782080764,10890109.50999668,19.0665364873912,11730037.0,0.0,0
26.85,232.04,56.48,39.31,815.131435987252,8492220.782080764,10890109.50999668,19.5456307584404,12026650.0,0.0,0
26.53,304.29,57.13,41.0,881.383113050939,8492220.782080764,10890109.50999668,19.6844294959671,12216838.0,0.0,0
26.56,278.14,57.4,41.558,1002.93226571601,8492220.782080764,10890109.50999668,19.8634871042816,12440326.0,0.0,0
26.42,381.94,59.3,42.117,944.404569729022,8492220.782080764,10890109.50999668,20.5145439474607,12852485.0,0.0,0
26.72,234.51,57.36,42.679,1127.71922014571,8492220.782080764,10890109.50999668,21.2635747760385,13309235.0,0.0,0
26.78,364.49,58.82,43.245,1341.38999242705,8492220.782080764,10890109.50999668,22.0087400771511,13763906.0,0.0,0
26.93,203.43,55.84,43.816,1468.50438918685,8492220.782080764,10890109.50999668,22.8723499218924,14292847.0,0.0,0
26.88,226.52,55.83,44.391,1596.81409387515,8492220.782080764,10890109.50999668,23.7775831287659,14864221.0,0.0,0
26.42,337.06,59.08,44.971,1551.61461554673,8492220.782080764,10890109.50999668,24.6317578984283,15411094.0,0.0,0
26.94,393.76,59.65,45.554,1548.09792808202,8492220.782080764,10890109.50999668,25.5538798737527,15981300.0,0.0,0
27.09,309.73,57.98,46.141,1454.33348080297,8492220.782080764,10890109.50999668,26.5425303663085,16537016.0,0.0,0
26.78,162.72,54.57,46.731,1392.4642619251,8492220.782080764,10890109.50999668,27.5312127395033,17065581.0,0.0,0
26.89,143.66,55.1,47.324,1486.75765934254,8492220.782080764,10890109.50999668,28.3767924889215,17597511.0,0.0,0
11.89,506.29,63.11,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6017683.0,0.0,0
11.54,666.8,70.52,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6081261.0,0.0,0
11.27,700.5,67.24,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6147418.0,0.0,0
10.11,653.52,70.96,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6222775.0,0.0,0
9.37,867.4,74.44,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6290134.0,0.0,0
10.19,943.52,76.66,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6348548.0,0.0,0
8.96,790.76,72.45,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6400665.0,0.0,0
10.61,729.6,75.2,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6445392.0,0.0,0
10.96,659.58,69.93,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6487264.0,0.0,0
10.11,800.39,76.03,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6530871.0,0.0,0
10.8,757.93,75.07,29.064,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6579989.0,0.0,0
11.14,648.77,71.17,30.052,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6643717.0,0.0,0
10.26,754.1,73.47,31.062,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6711536.0,0.0,0
10.07,767.48,73.9,32.091,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6776514.0,0.0,0
9.74,850.32,76.44,33.14,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6840006.0,0.0,0
9.81,736.48,73.89,34.202,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6902990.0,0.0,0
10.9,843.73,76.09,35.282,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6966318.0,0.0,0
10.51,783.64,74.83,36.377,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7026782.0,0.0,0
10.71,791.86,73.48,37.488,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7084574.0,0.0,0
9.97,858.63,74.55,38.609,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7140604.0,0.0,0
10.26,872.8,76.25,39.744,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7193533.0,0.0,0
10.43,751.54,73.45,40.749,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7242803.0,0.0,0
10.53,921.81,74.52,41.341,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7296102.0,0.0,0
10.05,766.64,74.17,41.933,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7355433.0,0.0,0
10.51,860.62,74.78,42.53,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7416613.0,0.0,0
10.62,847.04,76.49,43.128,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7479833.0,0.0,0
9.53,844.64,76.63,43.729,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7544260.0,0.0,0
10.74,773.07,74.29,44.33,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7607996.0,0.0,0
9.59,797.62,76.16,44.934,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7669224.0,0.0,0
10.57,783.61,74.45,45.539,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7726497.0,0.0,0
9.55,855.12,76.18,46.146,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7777010.0,0.0,0
10.4,876.32,73.58,46.703,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7814389.0,0.0,0
10.54,673.92,74.58,47.112,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7841800.0,0.0,0
10.82,665.84,71.79,47.521,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7866040.0,0.0,0
10.18,743.04,74.42,47.932,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7889236.0,0.0,0
9.88,814.88,73.0,48.341,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7912069.0,0.0,0
10.39,727.43,73.72,48.751,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7931914.0,0.0,0
10.38,813.14,72.2,49.161,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7948306.0,0.0,0
10.7,715.05,72.33,49.573,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7963941.0,0.0,0
10.76,809.4,74.3,49.982,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7977877.0,0.0,0
11.22,573.97,69.85,50.393,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7987528.0,0.0,0
9.76,773.48,75.57,50.756,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7964456.0,0.0,0
11.03,655.93,69.85,50.981,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7943502.0,0.0,0
10.47,623.41,69.9,51.204,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7957071.0,0.0,0
11.81,642.71,72.25,51.428,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7969951.0,0.0,0
10.54,871.08,74.27,51.651,5021.08419294719,8492220.782080764,10890109.50999668,257.6040620983959,7982462.0,0.0,0
10.0,878.97,75.31,51.875,5432.55267192402,8492220.782080764,10890109.50999668,257.6040620983959,7993446.0,0.0,0
10.22,785.43,73.74,52.098,6038.63868729414,8492220.782080764,10890109.50999668,257.6040620983959,7997525.0,0.0,0
10.81,694.15,72.11,52.322,6458.92831822448,8492220.782080764,10890109.50999668,257.6040620983959,7985506.0,0.0,0
11.06,948.3,76.21,52.545,5895.27483150497,8492220.782080764,10890109.50999668,257.6040620983959,7959744.0,0.0,0
12.08,474.0,66.21,52.769,6414.32723865622,8492220.782080764,10890109.50999668,257.6040620983959,7935022.0,0.0,0
11.09,894.36,73.11,52.992,6803.51841870579,8492220.782080764,10890109.50999668,257.6040620983959,7917794.0,0.0,0
11.69,798.67,72.0,53.215,7562.71696964654,312000.0,10890109.50999668,257.6040620983959,7904268.0,0.0,0
10.98,650.17,70.5,53.437,8023.9342639582,339000.0,10890109.50999668,257.6040620983959,7887463.0,0.0,0
10.73,864.3,74.35,53.661,8716.30218109435,392000.0,10890109.50999668,257.6040620983959,7863394.0,0.0,0
10.08,951.71,75.65,53.883,9397.64413653656,453000.0,10890109.50999668,257.6040620983959,7830944.0,0.0,0
10.76,800.53,74.33,54.105,10465.531611394,469000.0,10890109.50999668,84.742385090327,7794792.0,0.0,0
11.93,813.79,70.32,54.328,11685.8340104595,696000.0,10890109.50999668,84.3994854790761,7758174.0,0.0,0
11.88,675.4,70.96,54.55,13122.503585981,646000.0,10890109.50999668,84.0409558655385,7722794.0,0.0,0
11.66,894.92,73.28,54.772,13031.1741740214,645000.0,10890109.50999668,83.7046306883147,7688034.0,0.0,0
11.25,956.0,75.7,54.993,13321.5411180634,683000.0,10890109.50999668,83.3688085982163,7653748.0,0.0,0
11.03,512.29,71.25,55.215,14298.2963837495,764000.0,10890109.50999668,82.740898696547,7620918.0,0.0,0
11.76,690.01,68.19,55.356,14506.1487478894,810000.0,10890109.50999668,82.3404642122113,7591350.0,0.0,0
11.8,732.36,72.28,55.469,15247.0015766536,922000.0,10890109.50999668,81.9409215641436,7566676.0,0.0,0
12.0,1102.52,76.78,55.583,15296.1541362245,1029000.0,10890109.50999668,81.5434141321747,7543960.0,0.0,0
11.97,716.24,71.67,55.696,15550.5539958066,1132000.0,10890109.50999668,81.1271781385776,7519496.0,0.0,0
11.51,906.68,73.9,55.81,16455.4575653568,1281000.0,10890109.50999668,80.7034301394923,7493288.0,0.0,0
11.59,674.95,69.18,55.942,17285.5203435754,1497000.0,10890109.50999668,80.275074319689,7464880.0,0.0,0
12.1,895.2,73.86,56.092,18468.9900714971,1711000.0,10890109.50999668,79.8376857992225,7433818.0,0.0,0
12.38,726.02,70.69,56.26,20587.2913380579,1847000.0,10890109.50999668,79.4104161902584,7401056.0,0.0,0
11.74,760.46,72.21,56.446,21012.9940151468,446000.0,10890109.50999668,82.0445475086217,7358004.0,0.0,0
11.41,816.45,71.04,56.651,23406.4134532297,8492220.782080764,10890109.50999668,81.2739445831847,7296768.0,0.0,0
12.08,727.46,70.71,56.873,26242.3419989038,8492220.782080764,10890109.50999668,79.2537638244738,7221366.0,0.0,0
25.02,1788.04,69.1,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2492077.0,0.0,0
25.7,1442.59,64.0,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2526074.0,0.0,0
25.72,1659.08,68.25,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2563626.0,0.0,0
25.35,1640.57,67.38,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2604566.0,0.0,0
25.64,1276.82,64.46,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2648678.0,0.0,0
25.69,1415.72,63.62,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2695349.0,0.0,0
25.89,1336.87,63.31,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2742974.0,0.0,0
26.12,1334.78,62.74,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2790016.0,0.0,0
26.56,1425.53,63.08,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2831370.0,0.0,0
26.42,1318.02,60.67,50.997445082555636,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2868501.0,0.0,0
26.6,1352.99,61.37,8.748,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2907724.0,0.0,0
26.17,1365.68,60.7,8.737,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2948953.0,0.0,0
25.8,1490.94,65.81,8.725,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,2992270.0,0.0,0
25.98,1353.21,66.4,8.714,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3036238.0,0.0,0
26.79,1189.55,57.15,8.702,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3088701.0,0.0,0
27.1,981.76,56.12,8.69,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3143622.0,0.0,0
27.35,1062.33,56.18,8.679,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3185305.0,0.0,0
26.25,1240.14,62.26,8.667,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3221958.0,0.0,0
26.51,1139.27,58.98,8.656,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3261725.0,0.0,0
26.92,1320.88,61.95,8.645,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3301892.0,0.0,0
26.64,1268.8,58.93,8.633,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3342410.0,0.0,0
26.12,1328.15,59.28,8.622,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3396808.0,0.0,0
26.5,1395.62,60.8,8.61,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3464714.0,0.0,0
26.88,1253.73,59.53,8.599,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3542465.0,0.0,0
26.1,1443.6,61.79,8.587,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3629608.0,0.0,0
25.96,1411.41,63.29,8.576,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3718279.0,0.0,0
26.16,1374.42,64.66,8.565,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3808615.0,0.0,0
26.26,1271.89,60.8,8.553,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3901044.0,0.0,0
26.18,1380.7,62.63,8.542,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,3995911.0,0.0,0
26.67,1414.6,63.18,8.531,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4092792.0,0.0,0
26.72,1350.25,62.47,8.519,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4192011.999999999,0.0,0
26.93,1240.8,59.87,8.508,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4293866.0,0.0,0
26.66,1173.58,60.17,8.497,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4398298.0,0.0,0
27.0,1236.35,58.18,8.708,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4502541.0,0.0,0
26.77,1120.96,58.67,9.261,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4603039.0,0.0,0
26.2,1440.97,62.81,9.844,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4706975.0,0.0,0
26.53,1253.93,62.39,10.461,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4819667.0,0.0,0
27.37,1172.59,59.61,11.111,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4893808.0,0.0,0
27.32,1196.87,58.97,11.797,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4814879.0,0.0,0
26.6,1139.73,58.15,12.517,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4706626.0,0.0,0
27.65,1075.9,57.47,13.276,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4750817.0,0.0,0
26.94,1303.15,61.29,14.074,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4867185.0,0.0,0
26.78,1188.59,58.55,14.912,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,4956969.0,0.0,0
27.17,1066.26,58.96,15.626,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5018172.0,0.0,0
27.04,1253.32,58.55,15.749,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5142863.0,0.0,0
27.18,1161.61,58.68,15.873,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5302042.0,0.0,0
26.79,1319.35,60.88,15.997,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5434894.0,0.0,0
27.17,1129.58,58.42,16.123,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5589410.0,0.0,0
27.78,1169.49,56.82,16.249,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5699436.0,0.0,0
27.15,1172.73,59.34,16.376,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,5850145.0,0.0,0
27.29,1027.98,55.8,16.504,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6114440.0,0.0,0
27.26,1095.79,58.65,16.632,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6394431.0,0.0,0
27.77,910.21,55.16,16.761,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6686100.0,0.0,0
27.8,1059.57,56.69,16.891,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,6992367.0,0.0,0
27.87,922.44,54.58,17.023,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7317118.0,0.0,0
28.18,1013.64,54.43,17.154,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,7662654.0,0.0,0
27.62,1045.0,56.07,17.287,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8029517.0,0.0,0
27.59,1017.06,56.09,17.42,16149.92825119405,8492220.782080764,10890109.50999668,257.6040620983959,8417822.0,0.0,0
27.56,996.22,56.58,17.555,2887.37415928234,8492220.782080764,10890109.50999668,257.6040620983959,8823888.0,0.0,0
28.28,851.04,54.42,17.701,2911.04297300133,8492220.782080764,10890109.50999668,257.6040620983959,9229226.0,0.0,0
28.04,1030.06,57.67,17.86,2948.05001490976,8492220.782080764,10890109.50999668,257.6040620983959,9714420.0,0.0,0
27.54,944.71,55.04,18.032,2718.04847850752,8492220.782080764,10890109.50999668,257.6040620983959,10243050.0,0.0,0
27.58,1006.03,56.03,18.217,1417.38566439045,8492220.782080764,10890109.50999668,17.0212523539,10701604.0,0.0,0
