adm_0_iso3,year,region_un,TPopulation1July_per_1000,dengue_total,TPopulation1July,incidence,incidence_per_100k,log_incidence_per_100k,pop_density_per_km2,era5_hur_annual_mean_relative_humidity,era5_pr_annual_mean_precipitation,era5_tas_annual_mean_temp,era5_tnn_annual_min_temp,urban_pop,gdp_ppp,tourism_arrivals,tourism_departures,kmeans_cluster
SWZ,1990.0,African States,854.011,0.0,854011.0,0.0,0.0,0.0,50.7225581395349,70.77,964.69,19.15,3.18,20.202,3184.33351142953,,,1.0
SWZ,1991.0,African States,889.712,0.0,889712.0,0.0,0.0,0.0,52.8016860465116,69.74,899.74,19.48,3.52,20.607,3218.06451900426,,,1.0
SWZ,1992.0,African States,925.165,0.0,925165.0,0.0,0.0,0.0,54.8497674418605,61.88,568.04,20.6,3.79,21.018,3270.72153851155,,,1.0
SWZ,1993.0,African States,953.451,0.0,953451.0,0.0,0.0,0.0,56.471976744186,70.16,715.9,19.71,4.28,21.434,3353.07966871463,,,1.0
SWZ,1994.0,African States,953.737,0.0,953737.0,0.0,0.0,0.0,56.4658139534884,66.41,653.56,19.03,2.61,21.857,3507.27317730614,,,1.0
SWZ,1995.0,African States,953.573,0.0,953573.0,0.0,0.0,0.0,56.420523255814,72.86,924.11,19.02,4.83,22.286,3756.62032217182,,,1.0
SWZ,1996.0,African States,973.588,0.0,973588.0,0.0,0.0,0.0,57.5488953488372,73.19,947.09,19.02,4.14,22.722,3894.48194078647,1337000.0,,1.0
SWZ,1997.0,African States,990.734,0.0,990734.0,0.0,0.0,0.0,58.5252906976744,74.36,1152.61,18.96,5.15,23.081,4016.41823789735,1635000.0,,1.0
SWZ,1998.0,African States,1005.158,0.0,1005158.0,0.0,0.0,0.0,59.2821511627907,71.77,975.06,19.74,6.46,22.949,4114.11736875747,986000.0,,1.0
SWZ,1999.0,African States,1018.37,0.0,1018370.0,0.0,0.0,0.0,59.9291860465116,72.58,957.19,19.67,6.16,22.817,4249.08002701074,1253000.0,,1.0
SWZ,2000.0,African States,1030.496,0.0,1030496.0,0.0,0.0,0.0,60.5473255813953,76.89,1448.84,18.91,3.63,22.686,4376.67215998245,1151000.0,,1.0
SWZ,2001.0,African States,1041.396,0.0,1041396.0,0.0,0.0,0.0,61.1083720930233,73.43,1072.98,19.47,5.62,22.555,4480.90315067227,1312000.0,,1.0
SWZ,2002.0,African States,1050.809,0.0,1050809.0,0.0,0.0,0.0,61.5954069767442,67.89,664.82,19.63,5.21,22.425,4712.29704184444,1371000.0,,1.0
SWZ,2003.0,African States,1058.797,0.0,1058797.0,0.0,0.0,0.0,62.0174418604651,66.72,631.83,20.17,3.69,22.296,4957.82015639712,1543000.0,,1.0
SWZ,2004.0,African States,1065.764,0.0,1065764.0,0.0,0.0,0.0,62.3929651162791,70.64,1015.67,19.59,5.39,22.166,5243.88646163659,,,1.0
SWZ,2005.0,African States,1071.886,0.0,1071886.0,0.0,0.0,0.0,62.7338372093023,69.95,795.64,19.93,6.8,22.038,5701.58879354208,1182000.0,1082000.0,1.0
SWZ,2006.0,African States,1077.735,0.0,1077735.0,0.0,0.0,0.0,63.0486046511628,70.6,1047.6,19.38,4.93,21.91,6198.50006960524,1200000.0,1072000.0,1.0
SWZ,2007.0,African States,1084.008,0.0,1084008.0,0.0,0.0,0.0,63.4130813953488,65.34,674.37,19.61,4.11,21.829,6610.59361090076,1230000.0,1130000.0,1.0
SWZ,2008.0,African States,1089.87,0.0,1089870.0,0.0,0.0,0.0,63.8425,69.22,776.2,19.45,6.19,22.045,6747.63056837068,1186000.0,1177000.0,1.0
SWZ,2009.0,African States,1094.886,0.0,1094886.0,0.0,0.0,0.0,64.2530813953488,70.47,898.54,19.45,4.89,22.262,6851.44099056124,1344000.0,1245000.0,1.0
SWZ,2010.0,African States,1099.92,0.0,1099920.0,0.0,0.0,0.0,64.6308139534884,69.43,1032.48,20.08,4.25,22.48,7155.72413728074,1343000.0,1141000.0,1.0
SWZ,2011.0,African States,1105.371,0.0,1105371.0,0.0,0.0,0.0,64.9902906976744,66.18,849.27,19.67,5.5,22.7,7426.1733231609,1328000.0,1264000.0,1.0
SWZ,2012.0,African States,1111.444,0.0,1111444.0,0.0,0.0,0.0,65.3408720930233,65.64,915.51,19.88,5.34,22.849,7675.74211405132,1278000.0,1403000.0,1.0
SWZ,2013.0,African States,1118.319,0.0,1118319.0,0.0,0.0,0.0,65.6970930232558,67.48,913.22,19.45,5.16,22.999,8148.04865404857,1299000.0,1573000.0,1.0
SWZ,2014.0,African States,1125.865,0.0,1125865.0,0.0,0.0,0.0,66.0638953488372,67.21,877.78,19.65,3.49,23.149,8298.34941569827,1325000.0,1657000.0,1.0
SWZ,2015.0,African States,1133.936,0.0,1133936.0,0.0,0.0,0.0,66.4426162790698,65.93,584.11,20.7,6.06,23.3,8326.56567332103,1256000.0,1713000.0,1.0
SWZ,2016.0,African States,1142.524,0.0,1142524.0,0.0,0.0,0.0,66.8318023255814,65.31,688.27,20.57,5.13,23.459,8446.76980672652,1279000.0,1789000.0,1.0
SWZ,2017.0,African States,1151.39,0.0,1151390.0,0.0,0.0,0.0,67.3369186046512,68.15,906.53,19.79,5.95,23.625,8536.02441887059,1343000.0,1751000.0,1.0
SWZ,2018.0,African States,1160.428,0.0,1160428.0,0.0,0.0,0.0,67.960988372093,68.38,771.51,19.75,5.64,23.799,8564.15557183006,1277000.0,1717000.0,1.0
SWZ,2019.0,African States,1169.613,0.0,1169613.0,0.0,0.0,0.0,68.5973255813954,67.84,765.26,20.31,5.32,23.981,9203.8517513532,1226000.0,1721000.0,1.0
SWZ,2020.0,African States,1180.655,0.0,1180655.0,0.0,0.0,0.0,69.3447093023256,69.46,869.36,19.77,2.56,24.171,9264.04858528355,345299.987792969,488000.0,1.0
SWZ,2021.0,African States,1192.271,0.0,1192271.0,0.0,0.0,0.0,70.1507558139535,69.45,1018.02,19.48,3.87,24.369,9846.20708043753,,,1.0
SWZ,2022.0,African States,1201.67,0.0,1201670.0,0.0,0.0,0.0,70.8672674418605,72.12,1009.75,19.83,3.18,24.576,10434.4813469258,,,1.0
SXM,1950.0,Other,1.458,0.0,1458.0,0.0,0.0,0.0,,79.16,857.14,25.35,21.18,,,,,1.0
SXM,1951.0,Other,1.571,0.0,1571.0,0.0,0.0,0.0,,78.93,957.93,25.83,21.57,,,,,1.0
SXM,1952.0,Other,1.671,0.0,1671.0,0.0,0.0,0.0,,77.93,710.58,25.99,21.84,,,,,1.0
SXM,1953.0,Other,1.765,0.0,1765.0,0.0,0.0,0.0,,78.53,648.0,25.98,22.17,,,,,1.0
SXM,1954.0,Other,1.863,0.0,1863.0,0.0,0.0,0.0,,78.94,893.16,25.64,22.35,,,,,1.0
SXM,1955.0,Other,1.973,0.0,1973.0,0.0,0.0,0.0,,79.03,797.23,25.54,21.31,,,,,1.0
SXM,1956.0,Other,2.086,0.0,2086.0,0.0,0.0,0.0,,78.87,647.47,25.63,22.48,,,,,1.0
SXM,1957.0,Other,2.207,0.0,2207.0,0.0,0.0,0.0,,79.29,688.06,25.79,22.33,,,,,1.0
SXM,1958.0,Other,2.336,0.0,2336.0,0.0,0.0,0.0,,79.56,836.91,26.32,22.98,,,,,1.0
SXM,1959.0,Other,2.47,0.0,2470.0,0.0,0.0,0.0,,78.6,644.55,26.04,22.9,,,,,1.0
SXM,1960.0,Other,2.646,0.0,2646.0,0.0,0.0,0.0,,79.01,870.25,26.16,23.35,100.0,,,,1.0
SXM,1961.0,Other,2.888,0.0,2888.0,0.0,0.0,0.0,,79.6,945.16,25.86,22.95,100.0,,,,1.0
SXM,1962.0,Other,3.171,0.0,3171.0,0.0,0.0,0.0,,79.05,778.46,25.84,22.34,100.0,,,,1.0
SXM,1963.0,Other,3.481,0.0,3481.0,0.0,0.0,0.0,,79.59,773.75,26.03,22.25,100.0,,,,1.0
SXM,1964.0,Other,3.811,0.0,3811.0,0.0,0.0,0.0,,78.16,670.4,25.87,22.03,100.0,,,,1.0
SXM,1965.0,Other,4.161,0.0,4161.0,0.0,0.0,0.0,,78.99,760.09,25.61,21.51,100.0,,,,1.0
SXM,1966.0,Other,4.53,0.0,4530.0,0.0,0.0,0.0,,78.65,714.65,25.92,22.47,100.0,,,,1.0
SXM,1967.0,Other,4.93,0.0,4930.0,0.0,0.0,0.0,,77.86,615.5,25.7,21.64,100.0,,,,1.0
SXM,1968.0,Other,5.354,0.0,5354.0,0.0,0.0,0.0,,77.84,578.3,25.76,21.73,100.0,,,,1.0
SXM,1969.0,Other,5.795,0.0,5795.0,0.0,0.0,0.0,,78.94,875.17,26.29,21.55,100.0,,,,1.0
SXM,1970.0,Other,6.26,0.0,6260.0,0.0,0.0,0.0,,78.6,876.25,26.0,21.98,100.0,,,,1.0
SXM,1971.0,Other,6.736,0.0,6736.0,0.0,0.0,0.0,,78.9,670.09,25.63,22.24,100.0,,,,1.0
SXM,1972.0,Other,7.226,0.0,7226.0,0.0,0.0,0.0,,79.84,753.31,25.69,21.16,100.0,,,,1.0
SXM,1973.0,Other,7.75,0.0,7750.0,0.0,0.0,0.0,,79.15,874.27,25.84,22.26,100.0,,,,1.0
SXM,1974.0,Other,8.312,0.0,8312.0,0.0,0.0,0.0,,79.78,970.88,25.31,21.72,100.0,,,,1.0
SXM,1975.0,Other,8.906,0.0,8906.0,0.0,0.0,0.0,,78.62,783.26,25.48,22.17,100.0,,,,1.0
SXM,1976.0,Other,9.523,0.0,9523.0,0.0,0.0,0.0,,79.28,735.26,25.38,21.52,100.0,,,,1.0
SXM,1977.0,Other,10.172,0.0,10172.0,0.0,0.0,0.0,,79.63,823.94,25.83,22.49,100.0,,,,1.0
SXM,1978.0,Other,10.85,0.0,10850.0,0.0,0.0,0.0,,79.94,794.89,25.94,22.85,100.0,,,,1.0
SXM,1979.0,Other,11.542,0.0,11542.0,0.0,0.0,0.0,,79.55,1025.12,25.84,22.14,100.0,,,,1.0
SXM,1980.0,Other,12.243,0.0,12243.0,0.0,0.0,0.0,,78.82,629.42,26.21,22.95,100.0,,,,1.0
SXM,1981.0,Other,13.134,0.0,13134.0,0.0,0.0,0.0,,79.86,1059.8,26.19,22.27,100.0,,,,1.0
SXM,1982.0,Other,14.418,0.0,14418.0,0.0,0.0,0.0,,79.59,903.12,25.67,21.93,100.0,,,,1.0
SXM,1983.0,Other,15.927,0.0,15927.0,0.0,0.0,0.0,,79.97,884.35,26.08,22.69,100.0,,,,1.0
SXM,1984.0,Other,17.474,0.0,17474.0,0.0,0.0,0.0,,79.75,979.29,25.51,22.08,100.0,,,,1.0
SXM,1985.0,Other,19.064,0.0,19064.0,0.0,0.0,0.0,,79.63,804.36,25.54,21.91,100.0,,,,1.0
SXM,1986.0,Other,20.702,0.0,20702.0,0.0,0.0,0.0,,79.86,834.34,25.66,21.94,100.0,,,,1.0
SXM,1987.0,Other,22.395,0.0,22395.0,0.0,0.0,0.0,,80.72,1253.54,26.23,22.77,100.0,,,,1.0
SXM,1988.0,Other,24.139,0.0,24139.0,0.0,0.0,0.0,,79.4,713.27,26.04,22.8,100.0,,,,1.0
SXM,1989.0,Other,25.952,0.0,25952.0,0.0,0.0,0.0,,80.29,835.76,25.59,21.58,100.0,,,,1.0
SXM,1990.0,Other,27.844,0.0,27844.0,0.0,0.0,0.0,,79.79,805.2,25.92,22.44,100.0,,,,1.0
SXM,1991.0,Other,29.82,0.0,29820.0,0.0,0.0,0.0,,79.17,681.79,25.88,21.62,100.0,,,,1.0
SXM,1992.0,Other,31.344,0.0,31344.0,0.0,0.0,0.0,,79.93,831.39,25.93,22.62,100.0,,,,1.0
SXM,1993.0,Other,31.823,0.0,31823.0,0.0,0.0,0.0,,80.03,705.44,25.96,22.09,100.0,,,,1.0
SXM,1994.0,Other,31.735,0.0,31735.0,0.0,0.0,0.0,,79.21,506.32,25.83,23.02,100.0,,,,1.0
SXM,1995.0,Other,31.596,0.0,31596.0,0.0,0.0,0.0,,79.45,1025.33,26.21,22.47,100.0,,1024000.0,,1.0
SXM,1996.0,Other,31.41,0.0,31410.0,0.0,0.0,0.0,,79.23,957.81,25.82,22.61,100.0,,1022000.0,,1.0
SXM,1997.0,Other,31.195,0.0,31195.0,0.0,0.0,0.0,,79.28,753.64,26.16,22.48,100.0,,1325000.0,,1.0
SXM,1998.0,Other,30.957,0.0,30957.0,0.0,0.0,0.0,,80.3,1037.28,26.55,23.24,100.0,,1339000.0,,1.0
SXM,1999.0,Other,30.718,0.0,30718.0,0.0,0.0,0.0,,78.97,1364.89,26.03,22.02,100.0,,1061000.0,,1.0
SXM,2000.0,Other,30.49,0.0,30490.0,0.0,0.0,0.0,,77.36,665.02,25.87,21.58,100.0,,1300000.0,,1.0
SXM,2001.0,Other,30.401,0.0,30401.0,0.0,0.0,0.0,,79.06,677.64,26.16,22.8,100.0,,1271000.0,,1.0
SXM,2002.0,Other,30.574,0.0,30574.0,0.0,0.0,0.0,,79.02,663.2,26.2,22.1,100.0,,1436000.0,,1.0
SXM,2003.0,Other,30.877,0.0,30877.0,0.0,0.0,0.0,,79.73,975.13,26.3,22.93,100.0,,1600000.0,,1.0
SXM,2004.0,Other,31.184,0.0,31184.0,0.0,0.0,0.0,,78.9,1081.21,26.09,22.28,100.0,,1823000.0,,1.0
SXM,2005.0,Other,31.494,0.0,31494.0,0.0,0.0,0.0,,79.19,1176.43,26.48,21.76,100.0,,1956000.0,,1.0
SXM,2006.0,Other,31.812,0.0,31812.0,0.0,0.0,0.0,,79.52,922.35,26.33,22.52,100.0,,1890000.0,,1.0
SXM,2007.0,Other,32.136,0.0,32136.000000000004,0.0,0.0,0.0,,79.44,970.71,26.3,22.85,100.0,,1891000.0,,1.0
SXM,2008.0,Other,32.456,0.0,32456.000000000004,0.0,0.0,0.0,,78.87,959.58,25.89,21.56,100.0,,1821000.0,,1.0
SXM,2009.0,Other,32.763,0.0,32762.999999999996,0.0,0.0,0.0,,79.49,819.12,26.08,22.36,100.0,36454.0882418033,1655000.0,,1.0
SXM,2010.0,Other,33.034,0.0,33034.0,0.0,0.0,0.0,,79.34,1395.66,26.67,23.64,100.0,37736.4056795515,1956000.0,,1.0
SXM,2011.0,Other,33.309,0.0,33309.0,0.0,0.0,0.0,1007.85294117647,79.33,1226.84,26.16,21.9,100.0,39730.5467349267,2080000.0,,1.0
SXM,2012.0,Other,35.139,0.0,35139.0,0.0,0.0,0.0,1030.08823529412,79.23,900.37,26.23,22.09,100.0,35520.5138693527,2210000.0,,1.0
SXM,2013.0,Other,37.696,0.0,37696.0,0.0,0.0,0.0,1054.52941176471,79.8,961.24,26.11,22.63,100.0,36178.1870158544,2253000.0,,1.0
SXM,2014.0,Other,39.1,0.0,39100.0,0.0,0.0,0.0,1078.58823529412,79.81,927.11,26.1,22.94,100.0,43514.2365385271,2502000.0,,1.0
SXM,2015.0,Other,40.205,1.0,40205.0,2.4872528292500937e-05,2.4872528292500933,1.249114271302544,1102.08823529412,79.51,596.21,26.36,23.02,100.0,44587.5911500766,2407000.0,,1.0
SXM,2016.0,Other,41.346,0.0,41346.0,0.0,0.0,0.0,1124.97058823529,80.5,925.11,26.45,22.36,100.0,44845.106868735,2197000.0,,1.0
SXM,2017.0,Other,41.882,0.0,41882.0,0.0,0.0,0.0,1146.94117647059,79.94,1172.02,26.31,22.22,100.0,44479.2967076826,1640000.0,,1.0
SXM,2018.0,Other,42.246,0.0,42246.0,0.0,0.0,0.0,1168.0,79.08,723.88,26.06,22.09,100.0,41653.2008964784,1775000.0,,1.0
SXM,2019.0,Other,42.98,8.0,42980.0,0.0001861330851558,18.61330851558865,2.9762083417136456,1187.79411764706,79.04,702.6,26.35,22.67,100.0,45715.6970519376,1952000.0,,1.0
SXM,2020.0,Other,43.621,0.0,43621.0,0.0,0.0,0.0,1206.11764705882,79.13,854.03,26.53,22.8,100.0,38901.4867603712,,,1.0
SXM,2021.0,Other,44.042,0.0,44042.0,0.0,0.0,0.0,1222.67647058824,78.55,684.32,26.33,22.42,100.0,40507.0672411717,,,1.0
SXM,2022.0,Other,44.175,0.0,44175.0,0.0,0.0,0.0,1239.38235294118,78.59,904.11,26.23,22.23,100.0,47005.4692201479,,,1.0
SYR,1950.0,Asia-Pacific States,3543.537,0.0,3543537.0,0.0,0.0,0.0,,50.4,195.58,17.69,-9.06,,,,,1.0
SYR,1951.0,Asia-Pacific States,3620.726,0.0,3620726.0,0.0,0.0,0.0,,50.88,226.7,18.61,-2.22,,,,,1.0
SYR,1952.0,Asia-Pacific States,3703.006,0.0,3703006.0,0.0,0.0,0.0,,50.22,208.28,18.66,-2.06,,,,,1.0
SYR,1953.0,Asia-Pacific States,3791.081,0.0,3791081.0,0.0,0.0,0.0,,51.12,275.28,17.52,-4.99,,,,,1.0
SYR,1954.0,Asia-Pacific States,3886.094,0.0,3886094.0,0.0,0.0,0.0,,52.04,281.91,18.55,-3.92,,,,,1.0
SYR,1955.0,Asia-Pacific States,3989.1,0.0,3989100.0,0.0,0.0,0.0,,47.92,174.73,19.1,-1.31,,,,,1.0
SYR,1956.0,Asia-Pacific States,4099.49,0.0,4099490.0,0.0,0.0,0.0,,46.09,215.11,17.82,-4.38,,,,,1.0
SYR,1957.0,Asia-Pacific States,4216.848,0.0,4216848.0,0.0,0.0,0.0,,51.57,247.03,18.15,-4.45,,,,,1.0
SYR,1958.0,Asia-Pacific States,4341.276,0.0,4341276.0,0.0,0.0,0.0,,45.95,128.36,18.57,-3.54,,,,,1.0
SYR,1959.0,Asia-Pacific States,4472.564,0.0,4472564.0,0.0,0.0,0.0,,47.34,174.96,17.39,-5.25,,,,,1.0
SYR,1960.0,Asia-Pacific States,4610.712,0.0,4610712.0,0.0,0.0,0.0,,46.07,156.1,18.9,-2.79,36.807,,,,1.0
SYR,1961.0,Asia-Pacific States,4751.534,0.0,4751534.0,0.0,0.0,0.0,26.2023397540538,49.75,212.43,17.8,-2.26,37.399,,,,1.0
SYR,1962.0,Asia-Pacific States,4894.996,0.0,4894996.0,0.0,0.0,0.0,26.9851996952878,45.0,156.79,19.36,-2.49,38.044,,,,1.0
SYR,1963.0,Asia-Pacific States,5045.246,0.0,5045246.0,0.0,0.0,0.0,27.8075253019915,51.72,276.23,18.47,-2.8,38.694,,,,1.0
SYR,1964.0,Asia-Pacific States,5202.846,0.0,5202846.0,0.0,0.0,0.0,28.6706224834041,48.57,218.71,17.41,-7.09,39.349,,,,1.0
SYR,1965.0,Asia-Pacific States,5368.451,0.0,5368451.0,0.0,0.0,0.0,29.5748558058548,50.29,235.46,18.21,-1.94,40.006,,,,1.0
SYR,1966.0,Asia-Pacific States,5542.003,0.0,5542003.0,0.0,0.0,0.0,30.5204429208837,49.01,206.12,19.08,0.92,40.667,,,,1.0
SYR,1967.0,Asia-Pacific States,5723.306,0.0,5723306.0,0.0,0.0,0.0,31.5061377734247,55.7,325.13,16.88,-5.93,41.332,,,,1.0
SYR,1968.0,Asia-Pacific States,5912.714,0.0,5912714.0,0.0,0.0,0.0,32.532060071825,52.38,302.51,17.99,-3.14,42.001,,,,1.0
SYR,1969.0,Asia-Pacific States,6111.364,0.0,6111364.0,0.0,0.0,0.0,33.6008597235825,52.82,295.18,18.14,-0.1,42.671,,,,1.0
SYR,1970.0,Asia-Pacific States,6319.2,0.0,6319200.0,0.0,0.0,0.0,34.7187343562956,48.88,155.27,18.3,-3.09,43.345,,,,1.0
SYR,1971.0,Asia-Pacific States,6538.526,0.0,6538526.0,0.0,0.0,0.0,35.9021329850909,50.58,309.72,17.63,-4.49,43.751,,,,1.0
SYR,1972.0,Asia-Pacific States,6768.544,0.0,6768544.0,0.0,0.0,0.0,37.1423658722385,53.72,331.0,16.91,-5.73,44.078,,,,1.0
SYR,1973.0,Asia-Pacific States,7003.114,0.0,7003114.0,0.0,0.0,0.0,38.4172434432474,45.61,154.76,17.75,-6.53,44.405,,,,1.0
SYR,1974.0,Asia-Pacific States,7244.901,0.0,7244901.0,0.0,0.0,0.0,39.7331592121014,52.63,298.17,17.85,-2.8,44.733,,,,1.0
SYR,1975.0,Asia-Pacific States,7497.126,0.0,7497126.0,0.0,0.0,0.0,41.1054739362281,49.29,234.6,17.64,-3.66,45.061,,,,1.0
SYR,1976.0,Asia-Pacific States,7758.673,0.0,7758673.0,0.0,0.0,0.0,42.5362933942758,53.14,268.81,17.33,-4.22,45.39,,,,1.0
SYR,1977.0,Asia-Pacific States,8029.312,0.0,8029312.0,0.0,0.0,0.0,44.0227500272064,50.65,229.14,17.96,-3.06,45.718,,,,1.0
SYR,1978.0,Asia-Pacific States,8310.217,0.0,8310217.000000001,0.0,0.0,0.0,45.5585972358254,47.93,181.58,18.38,-1.47,46.048,,,,1.0
SYR,1979.0,Asia-Pacific States,8600.747,0.0,8600747.0,0.0,0.0,0.0,47.1319458047666,51.74,238.89,18.73,-2.97,46.377,,,,1.0
SYR,1980.0,Asia-Pacific States,8898.954,0.0,8898954.0,0.0,0.0,0.0,48.7412286429427,53.04,283.12,17.88,-4.57,46.708,,,,1.0
SYR,1981.0,Asia-Pacific States,9203.635,0.0,9203635.0,0.0,0.0,0.0,50.3873598868212,52.3,276.11,18.17,0.2,47.038,,,,1.0
SYR,1982.0,Asia-Pacific States,9510.754,0.0,9510754.0,0.0,0.0,0.0,52.0867939928175,53.9,279.41,16.99,-4.12,47.268,,,,1.0
SYR,1983.0,Asia-Pacific States,9835.461,0.0,9835461.0,0.0,0.0,0.0,53.8949232778322,53.46,222.23,17.19,-6.41,47.476,,,,1.0
SYR,1984.0,Asia-Pacific States,10183.138,0.0,10183138.0,0.0,0.0,0.0,55.818903036239,51.06,225.52,17.62,-2.25,47.684,,,,1.0
SYR,1985.0,Asia-Pacific States,10540.926,0.0,10540926.0,0.0,0.0,0.0,57.8173468277288,50.84,232.79,18.04,-5.6,47.891,,,,1.0
SYR,1986.0,Asia-Pacific States,10907.619,0.0,10907619.0,0.0,0.0,0.0,59.8696484927631,51.79,238.7,18.25,-4.05,48.099,,,,1.0
SYR,1987.0,Asia-Pacific States,11281.107,0.0,11281107.0,0.0,0.0,0.0,61.9704157144412,49.37,274.85,18.14,-2.18,48.307,,,,1.0
SYR,1988.0,Asia-Pacific States,11657.772,0.0,11657772.0,0.0,0.0,0.0,64.1106975731853,54.86,386.01,17.76,-3.01,48.515,,,,1.0
SYR,1989.0,Asia-Pacific States,12034.097,0.0,12034097.0,0.0,0.0,0.0,66.269779083687,48.22,161.93,18.41,-4.79,48.723,,,,1.0
SYR,1990.0,Asia-Pacific States,12408.996,0.0,12408996.0,0.0,0.0,0.0,68.447099793231,47.01,155.13,18.29,-4.7,48.931,,,,1.0
SYR,1991.0,Asia-Pacific States,12782.28,0.0,12782280.0,0.0,0.0,0.0,70.6323919904233,51.45,250.55,18.13,-3.67,49.139,,,,1.0
SYR,1992.0,Asia-Pacific States,13156.406,0.0,13156406.0,0.0,0.0,0.0,72.8347535096311,50.77,261.32,16.71,-5.37,49.347,,,,1.0
SYR,1993.0,Asia-Pacific States,13537.06,0.0,13537060.0,0.0,0.0,0.0,75.0663075416259,52.07,264.5,17.74,-4.75,49.555,,,,1.0
SYR,1994.0,Asia-Pacific States,13922.626,0.0,13922626.0,0.0,0.0,0.0,77.3129992382196,53.34,318.7,18.94,-2.85,49.764,,,,1.0
SYR,1995.0,Asia-Pacific States,14313.45,0.0,14313450.0,0.0,0.0,0.0,79.5342311459354,51.4,174.71,18.32,-1.6,50.104,,2253000.0,1746000.0,1.0
SYR,1996.0,Asia-Pacific States,14708.879,0.0,14708879.0,0.0,0.0,0.0,81.7178365436936,54.29,318.15,18.77,-1.22,50.473,,2435000.0,1871000.0,1.0
SYR,1997.0,Asia-Pacific States,15103.996,0.0,15103996.0,0.0,0.0,0.0,83.8912939384046,53.9,263.85,17.76,-5.02,50.841,,2332000.0,2299000.0,1.0
SYR,1998.0,Asia-Pacific States,15500.542,0.0,15500542.0,0.0,0.0,0.0,86.0834312765263,49.9,212.07,19.46,-1.97,51.21,,2464000.0,2411000.0,1.0
SYR,1999.0,Asia-Pacific States,15901.202,0.0,15901202.0,0.0,0.0,0.0,88.3015616497987,47.23,119.68,19.41,-0.14,51.578,,2682000.0,2994000.0,1.0
SYR,2000.0,Asia-Pacific States,16307.654,0.0,16307654.0,0.0,0.0,0.0,90.5315485907063,49.49,222.17,18.83,-3.54,51.947,,3412000.0,3863000.0,1.0
SYR,2001.0,Asia-Pacific States,16727.948,0.0,16727948.0,0.0,0.0,0.0,92.7812493198389,52.23,249.44,19.41,-1.1,52.314,,3671000.0,3492000.0,1.0
SYR,2002.0,Asia-Pacific States,17164.021,0.0,17164021.0,0.0,0.0,0.0,95.0502339754054,50.8,243.34,18.82,-2.5,52.682,,4678000.0,3299000.0,1.0
SYR,2003.0,Asia-Pacific States,17611.356,0.0,17611356.0,0.0,0.0,0.0,97.4415599978212,52.13,276.35,18.83,-0.33,53.049,,4837000.0,3997000.0,1.0
SYR,2004.0,Asia-Pacific States,18084.007,0.0,18084007.0,0.0,0.0,0.0,99.8903687966443,50.76,259.98,18.67,-4.6,53.417,,6334000.0,4309000.0,1.0
SYR,2005.0,Asia-Pacific States,18583.557,0.0,18583557.0,0.0,0.0,0.0,102.490009260772,48.7,175.93,18.62,-3.02,53.782,,5859000.0,4564000.0,1.0
SYR,2006.0,Asia-Pacific States,19432.009,0.0,19432009.0,0.0,0.0,0.0,106.937983989544,48.96,232.35,18.68,-4.2,54.146,,5682000.0,4042000.0,1.0
SYR,2007.0,Asia-Pacific States,20703.005,0.0,20703005.0,0.0,0.0,0.0,113.723181224134,49.22,201.07,18.91,-3.6,54.511,,5434000.0,4196000.0,1.0
SYR,2008.0,Asia-Pacific States,21474.059,0.0,21474059.0,0.0,0.0,0.0,117.820540187323,45.14,128.52,19.06,-6.34,54.875,,6951000.0,5253000.0,1.0
SYR,2009.0,Asia-Pacific States,21827.22,0.0,21827220.0,0.0,0.0,0.0,119.674194075365,49.35,187.21,18.95,-4.78,55.237,,7721000.0,5215000.0,1.0
SYR,2010.0,Asia-Pacific States,22337.562,0.0,22337562.0,0.0,0.0,0.0,122.433267984534,45.38,156.21,20.69,-2.27,55.6,,10970000.0,6259000.0,1.0
SYR,2011.0,Asia-Pacific States,22730.733,0.0,22730733.0,0.0,0.0,0.0,124.58801938681,49.88,223.88,18.39,-1.83,54.58,,6476000.0,,1.0
SYR,2012.0,Asia-Pacific States,22605.577,0.0,22605577.0,0.0,0.0,0.0,123.943598540543,49.33,253.54,19.42,-3.11,53.555,,,,1.0
SYR,2013.0,Asia-Pacific States,21495.821,0.0,21495821.0,0.0,0.0,0.0,117.99225072156,47.46,213.02,19.38,-2.76,52.529,,,,1.0
SYR,2014.0,Asia-Pacific States,20072.232,0.0,20072232.0,0.0,0.0,0.0,110.404939280074,50.01,222.45,19.83,-1.93,51.5,,,,1.0
SYR,2015.0,Asia-Pacific States,19205.178,0.0,19205178.0,0.0,0.0,0.0,105.781288460491,48.07,211.86,19.71,-4.14,52.168,,,,1.0
SYR,2016.0,Asia-Pacific States,18964.252,0.0,18964252.0,0.0,0.0,0.0,104.524500353973,44.31,179.09,20.11,-5.11,52.835,,1043000.0,,1.0
SYR,2017.0,Asia-Pacific States,18983.373,0.0,18983373.0,0.0,0.0,0.0,104.692414093558,44.98,163.93,19.87,-4.13,53.5,3265.07029374996,1291000.0,,1.0
SYR,2018.0,Asia-Pacific States,19333.463,0.0,19333463.0,0.0,0.0,0.0,106.615721831945,52.23,357.06,20.39,1.98,54.162,3455.89227013449,1802000.0,,1.0
SYR,2019.0,Asia-Pacific States,20098.251,0.0,20098251.0,0.0,0.0,0.0,110.839917224854,51.19,318.12,19.72,-0.9,54.821,3502.17511543737,2424000.0,,1.0
